file	treetype	treename	ntaxa	n00	n01	n10	n11	groom	minclimdat	perc	trait	ratemat	loglik	AICc	trans_00.01	trans_00.10	trans_00.11	trans_01.00	trans_01.10	trans_01.11	trans_10.00	trans_10.01	trans_10.11	trans_11.00	trans_11.01	trans_11.10	traitfirst	simult	climfirst	climratesum	traitratesum	clim_vs_trait_labil	persistence00	persistence01	persistence10	persistence11	diagnosis	analysis	dAIC
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_perc0900_vessel.Rdata	tree	tree	689	450	185	21	33	groomed	10	perc0900	vessel	ratematall	-481.1663	986.7941	0.004616215	0.005755106	0.0001641843	0.02166669	0.004174957	0.01982413	0.09598941	0.06519523	0	0	0.1215149	0.001254176	95.0163	4.983699	0	0.2432478	0.02770127	8.781106	94.91714	21.89823	6.204065	8.145371	ok	vessel groomed 10 perc0900	0.0183000000000675
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_10_perc0975_vessel.Rdata	tree	tree	689	462	200	9	18	groomed	10	perc0975	vessel	NULL	-414.5069	845.2256	0.005322006	0.004560474	NA	0.01866367	NA	1.111368	0.2237182	NA	0.1203372	NA	12.29611	0.05401322	76.64323	0	23.35677	13.63575	0.1983361	68.75072	101.1892	0.8849311	2.906508	0.08097088	ok	vessel groomed 10 perc0975	8.01480000000004
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_10_percmax_vessel.Rdata	tree	tree	689	468	209	3	9	groomed	10	percmax	vessel	NULL	-366.6722	749.5562	0.006920652	0.001939552	NA	0.02031933	NA	0.007549979	0.4094422	NA	0	NA	0.1544921	0.02483893	100	0	0	0.5734239	0.05207891	11.01067	112.8642	35.88176	2.442347	5.57628	ok	vessel groomed 10 percmax	5.98140000000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_percmed_vessel.Rdata	tree	tree	689	400	132	71	86	groomed	10	percmed	vessel	ratematall	-615.9943	1256.45	0.005462562	0.003489882	0	0.01716463	0.008505365	0.02682947	0.02597789	0.006973116	0.006445561	0.008431372	0.04536333	0.006486484	81.27772	0	18.72228	0.1100919	0.04399061	2.502624	111.7013	19.04781	25.38292	16.58892	ok	vessel groomed 10 percmed	6.92399999999998
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_10_percmin_vessel.Rdata	tree	tree	689	248	38	223	180	groomed	10	percmin	vessel	NULL	-714.1416	1444.495	0.002433284	0.03063638	NA	0.03166845	NA	0.1051981	0.03112673	NA	0.01233346	NA	0.02646255	0.01909192	17.70333	0	82.29667	0.1934238	0.06552711	2.951813	30.23919	7.306386	23.00957	21.95174	ok	vessel groomed 10 percmin	6.91600000000017
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_perc0025_vessel.Rdata	tree	tree	842	389	76	176	201	groomed	1	perc0025	vessel	NULL	-858.9469	1734.067	0.004147134	0.01572704	NA	0.02172626	NA	0.1635913	0.03616604	NA	0.0113265	NA	0.06770887	0.01755122	49.39412	0	50.60588	0.2831933	0.05475112	5.172374	50.31655	5.396142	21.05594	11.72882	ok	vessel groomed 1 perc0025	8.19800000000009
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_perc0100_vessel.Rdata	tree	tree	842	426	99	139	178	groomed	1	perc0100	vessel	NULL	-842.5486	1701.27	0.004656222	0.01340795	NA	0.02186458	NA	0.09059052	0.04360816	NA	0.01143307	NA	0.05746702	0.01710494	57.38861	0	42.61139	0.2050736	0.05505882	3.724628	55.35821	8.892438	18.1682	13.40987	ok	vessel groomed 1 perc0100	2.54999999999995
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_perc0900_vessel.Rdata	tree	tree	842	536	223	29	54	groomed	1	perc0900	vessel	NULL	-622.7875	1261.748	0.005688403	0.006217423	NA	0.0188344	NA	0.2808022	0.1296874	NA	0.0157714	NA	1.157671	0.01771329	88.77387	0	11.22613	1.574378	0.05800749	27.14094	83.9925	3.337376	6.874799	0.8507856	ok	vessel groomed 1 perc0900	4.65499999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_perc0975_vessel.Rdata	tree	tree	842	551	241	14	36	groomed	1	perc0975	vessel	NULL	-542.8645	1101.902	0.006285683	0.004174958	NA	0.01829131	NA	4.171264	0.2019377	NA	0	NA	27.85322	0.01894138	100	0	0	32.2306	0.04351837	740.6205	95.59644	0.2386888	4.952022	0.03587809	ok	vessel groomed 1 perc0975	8.20299999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_percmax_vessel.Rdata	tree	tree	842	557	250	8	27	groomed	1	percmax	vessel	NULL	-501.6407	1019.454	0.006169885	0.002097116	NA	0.01882742	NA	3.510361	0.1981955	NA	0.00762897	NA	32.44398	0.01602193	98.74925	0	1.250752	36.15463	0.04864821	743.1853	120.9628	0.2833512	4.85851	0.03080715	ok	vessel groomed 1 percmax	8.20299999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_1_percmed_vessel.Rdata	tree	tree	842	483	163	82	114	groomed	1	percmed	vessel	ratematall	-756.3642	1537.105	0.004640716	0.00620872	0.0004663732	0.01965158	0.005854291	0.0369574	0.04413912	0.006163016	0.006444155	0	0.06311351	0.009774473	72.11327	10.5858	17.30093	0.1508851	0.0409773	3.682164	88.37194	16.00941	17.6223	13.71968	ok	vessel groomed 1 percmed	0.483999999999924
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_percmin_vessel.Rdata	tree	tree	842	327	56	238	221	groomed	1	percmin	vessel	NULL	-881.2239	1778.621	0.004655269	0.05263192	NA	0.02799445	NA	0.1649866	0.07183963	NA	0.008363078	NA	0.04410367	0.01638135	42.0354	0	57.9646	0.3335618	0.05739415	5.811774	17.45591	5.181856	12.46841	16.53302	ok	vessel groomed 1 percmin	8.20299999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_perc0025_vessel.Rdata	tree	tree	777	351	66	172	188	groomed	3	perc0025	vessel	NULL	-784.5976	1585.383	0.002719433	0.01342233	NA	0.02304552	NA	0.1576732	0.0261667	NA	0.0149488	NA	0.06385701	0.01918018	32.71379	0	67.28621	0.2611192	0.05989393	4.359694	61.95111	5.533462	24.32173	12.0428	ok	vessel groomed 3 perc0025	7.28399999999988
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_perc0100_vessel.Rdata	tree	tree	777	388	89	135	165	groomed	3	perc0100	vessel	NULL	-775.2344	1566.656	0.003373569	0.01213974	NA	0.02502797	NA	0.06832936	0.03234997	NA	0.01586588	NA	0.04634542	0.01752268	38.19945	0	61.80055	0.1591645	0.0617901	2.57589	64.46078	10.71153	20.74007	15.65727	ok	vessel groomed 3 perc0100	1.53700000000003
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_perc0900_vessel.Rdata	tree	tree	777	498	211	25	43	groomed	3	perc0900	vessel	NULL	-555.0298	1126.247	0.005084499	0.004933332	NA	0.01996496	NA	0.1815289	0.09655886	NA	0.03246785	NA	0.8956225	0.01880258	78.67771	0	21.32229	1.178644	0.0763199	15.44347	99.82201	4.962929	7.750333	1.093583	ok	vessel groomed 3 perc0900	2.24900000000002
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_perc0975_vessel.Rdata	tree	tree	777	512	229	11	25	groomed	3	perc0975	vessel	NULL	-475.332	966.8516	0.005929932	0.002192302	NA	0.01912937	NA	0.2998318	0.1216047	NA	0.0241159	NA	2.687856	0.0225299	93.88905	0	6.110946	3.111484	0.0717051	43.39279	123.1188	3.135178	6.86245	0.3689512	ok	vessel groomed 3 perc0975	8.11770000000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_percmax_vessel.Rdata	tree	tree	777	518	238	5	16	groomed	3	percmax	vessel	NULL	-428.5594	873.3062	0.006011906	0.0006077053	NA	0.01942587	NA	0.2652648	0.1096159	NA	0.03311349	NA	3.89269	0.02089873	97.54489	0	2.455107	4.268178	0.07945	53.72157	151.0663	3.512585	7.006264	0.25552	ok	vessel groomed 3 percmax	8.19759999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_percmed_vessel.Rdata	tree	tree	777	445	152	78	102	groomed	3	percmed	vessel	ratematall	-690.1377	1404.684	0.004208337	0.00409077	0.0006325233	0.02066384	0.008569442	0.0304219	0.02912187	0.005545289	0.007704195	0.001357907	0.06005175	0.00493956	62.13259	15.94032	21.92709	0.1256767	0.03950636	3.181177	111.9616	16.763	23.60085	15.07177	ok	vessel groomed 3 percmed	4.64800000000014
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_percmin_vessel.Rdata	tree	tree	777	289	46	234	208	groomed	3	percmin	vessel	NULL	-799.8239	1615.835	0.002387402	0.02851077	NA	0.02782259	NA	0.1630527	0.03338503	NA	0.01189882	NA	0.04130303	0.01816624	21.39779	0	78.60221	0.2662515	0.06027506	4.417275	32.36437	5.239023	22.08293	16.81541	ok	vessel groomed 3 percmin	7.59300000000007
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_10_perc0025_phenol.Rdata	tree	tree	2430	1387	164	419	460	all	10	perc0025	phenol	ratematall	-2072.089	4168.307	0.01134501	0.009530497	0.0002509418	0.08019046	0.004536572	0.01645196	0.04293419	0	0.0113524	0.002223674	0.002658187	0.01827623	43.97381	5.981843	50.04435	0.07404945	0.1236387	0.598918	47.33404	9.883475	18.42076	43.18144	ok	phenol all 10 perc0025	25.0870000000004
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_10_perc0100_phenol.Rdata	tree	tree	2430	1496	192	310	432	all	10	perc0100	phenol	ratematall	-1955.853	3935.836	0.01233637	0.007651243	0.0004862075	0.09058318	0	0.01196834	0.04088761	0.0002609031	0.01189971	0.004894432	0.005835153	0.01269199	39.60126	13.33303	47.06572	0.07172299	0.1328919	0.5397093	48.84287	9.751196	18.85077	42.69567	ok	phenol all 10 perc0100	30.6930000000002
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_10_perc0900_phenol.Rdata	tree	tree	2430	1772	470	34	154	all	10	perc0900	phenol	NULL	-1520.116	3056.29	0.01005252	0.0008101201	NA	0.04549234	NA	0.03100545	0.05688408	NA	0.008032041	NA	0.09764327	0.002221225	97.59894	0	2.401064	0.1863429	0.06579813	2.83204	92.05863	13.07227	15.4045	10.01357	ok	phenol all 10 perc0900	39.8820000000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_10_perc0975_phenol.Rdata	tree	tree	2430	1790	534	16	90	all	10	perc0975	phenol	NULL	-1360.899	2737.858	0.009593167	0.004392223	NA	0.03798758	NA	0.01857648	0.4327	NA	0	NA	0.1180439	0	100	0	0	0.5737126	0.04758075	12.05766	71.50319	17.67907	2.31107	8.471427	ok	phenol all 10 perc0975	5.44699999999966
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_10_percmax_phenol.Rdata	tree	tree	2430	1801	591	5	33	all	10	percmax	phenol	NULL	-1198.15	2412.36	0.008893661	0.0007471609	NA	0.03119727	NA	0.03201395	0.2041054	NA	0	NA	0.5002315	0.0008363913	100	0	0	0.7370981	0.04092732	18.00993	103.7256	15.81998	4.899428	1.995737	ok	phenol all 10 percmax	2.80600000000004
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_10_percmed_phenol.Rdata	tree	tree	2430	1675	293	131	331	all	10	percmed	phenol	ratematall	-1771.805	3567.739	0.0142712	0.003113714	0	0.1018905	0.004059939	0.02871083	0.0362596	0.004488715	0.01154641	0.0007002496	0.03144436	0.001880751	79.84413	0	20.15587	0.1002288	0.1302891	0.7692797	57.52112	7.426041	19.12239	29.38985	ok	phenol all 10 percmed	11.0830000000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_10_percmin_phenol.Rdata	tree	tree	2430	1097	133	709	491	all	10	percmin	phenol	ratematall	-2420.93	4865.989	0.008886306	0.04757777	0	0.06348923	0.02161294	0.03126529	0.07371335	0.005564663	0.008903465	0.0009787136	0.00185437	0.02067454	39.12245	0	60.87755	0.1553895	0.1029323	1.509629	17.71037	8.593467	11.34025	42.5394	ok	phenol all 10 percmin	21.0340000000006
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_1_perc0025_phenol.Rdata	tree	tree	2628	1530	178	444	476	all	1	perc0025	phenol	ratematall	-2201.512	4427.144	0.009711096	0.00984395	0.0007773894	0.06694974	0.006176453	0.01207192	0.04646166	0	0.01043538	0.002629627	0.002491755	0.01785799	33.65954	19.01657	47.32389	0.07427631	0.1083612	0.685451	49.1825	11.73735	17.57561	43.51729	ok	phenol all 1 perc0025	37.6570000000002
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_1_perc0100_phenol.Rdata	tree	tree	2628	1642	206	332	448	all	1	perc0100	phenol	ratematall	-2070.05	4164.219	0.01052015	0.007826308	0.0008968534	0.07859719	0.001533275	0.00879169	0.04114688	0.0001699863	0.01157738	0.005766302	0.005753564	0.01185209	28.23874	24.28965	47.47161	0.07018159	0.11921	0.5887225	51.9661	11.24579	18.90565	42.78633	ok	phenol all 1 perc0100	43.7550000000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_1_perc0900_phenol.Rdata	tree	tree	2628	1935	489	39	165	all	1	perc0900	phenol	NULL	-1611.011	3238.077	0.009865743	0.001037773	NA	0.04589914	NA	0.03074612	0.06380467	NA	0.007361246	NA	0.09466586	0.001773867	97.35927	0	2.640731	0.1902544	0.06489999	2.931501	91.71354	13.04712	14.05167	10.36917	ok	phenol all 1 perc0900	3.66999999999962
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_1_perc0975_phenol.Rdata	tree	tree	2628	1955	554	19	100	all	1	perc0975	phenol	NULL	-1459.977	2936.01	0.009283168	0.003060758	NA	0.03821365	NA	0.01967617	0.2701407	NA	0.009897966	NA	0.1192819	0	96.68501	0	3.314985	0.4121595	0.05739479	7.181131	81.0115	17.27419	3.570936	8.383503	ok	phenol all 1 perc0975	4.07199999999966
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_1_percmax_phenol.Rdata	tree	tree	2628	1967	611	7	43	all	1	percmax	phenol	NULL	-1296.919	2609.893	0.008657715	0.0005741159	NA	0.03126898	NA	0.2265679	0.1226605	NA	0	NA	3.083643	0	100	0	0	3.433445	0.03992669	85.99373	108.3209	3.878421	8.152586	0.3242918	ok	phenol all 1 percmax	12.29
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_1_percmed_phenol.Rdata	tree	tree	2628	1832	308	142	346	all	1	percmed	phenol	ratematall	-1875.138	3774.396	0.0124457	0.00301743	0.0002861257	0.09194574	0.005238681	0.02627766	0.03702131	0.003858356	0.01076358	0.001315054	0.03076171	0.001569921	72.4764	7.66489	19.85871	0.09867929	0.1183261	0.8339604	63.49508	8.099653	19.36362	29.72061	ok	phenol all 1 percmed	21.5479999999998
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_1_percmin_phenol.Rdata	tree	tree	2628	1240	146	734	508	all	1	percmin	phenol	ratematall	-2578.253	5180.626	0.008485124	0.04317847	0.0001901425	0.05779029	0.0213548	0.02923143	0.07538699	0.004794231	0.008588909	0.00122254	0.001810535	0.0203614	39.18762	2.526719	58.28566	0.1510201	0.09663841	1.562734	19.28501	9.227091	11.26505	42.74513	ok	phenol all 1 percmin	25.201
