file	treetype	treename	ntaxa	n00	n01	n10	n11	groom	minclimdat	perc	trait	ratemat	loglik	AICc	trans_00-01	trans_00-10	trans_00-11	trans_01-00	trans_01-10	trans_01-11	trans_10-00	trans_10-01	trans_10-11	trans_11-00	trans_11-01	trans_11-10	traitfirst	simult	climfirst	climratesum	traitratesum	clim_vs_trait_labil	persistence00	persistence01	persistence10	persistence11	diagnosis
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_monocots_data_groomed_3_percmed_woody.Rdata	compound	monocots	2652	187	1277	15	1173	groomed	3	percmed	woody	NULL	-1766.405	3548.864	0	0.002628849	NA	0.0006644468	NA	0.2177233	0.09185316	NA	0.024196	NA	0.3216315	0.0008388112	0	0	100	0.6338368	0.02569925	24.66363	380.3946	4.579012	8.617038	3.10106	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_monocots_data_groomed_3_percmin_woody.Rdata	compound	monocots	2652	145	505	57	1945	groomed	3	percmin	woody	NULL	-1354.426	2724.907	0	0.01289694	NA	0	NA	0.1377115	0.05106737	NA	0.006512684	NA	0.05856142	0.001013225	0	0	100	0.2602373	0.007525909	34.57885	77.53776	7.261555	17.36713	16.78566	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_perc0025_woody.Rdata	compound	resttree	382	134	11	67	170	all	10	perc0025	woody	NULL	-216.8341	450.0543	0	0.01754225	NA	0.01947143	NA	100	0.008118563	NA	0	NA	6.471487	0.002297755	0	0	0	106.4971	0.02176919	4892.105	57.00522	0.009998053	123.1745	0.1544691	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_perc0100_woody.Rdata	compound	resttree	382	157	20	44	161	all	10	perc0100	woody	NULL	-208.4227	433.2315	0	0.00882622	NA	0.00969609	NA	0.02150396	0.00972486	NA	0	NA	0.007657597	0.001654207	0	0	0	0.04771264	0.0113503	4.203647	113.2988	32.05123	102.8292	107.3906	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_perc0900_woody.Rdata	compound	resttree	382	189	109	12	72	all	10	perc0900	woody	NULL	-217.4345	451.255	0	0.003331163	NA	0.0008029999	NA	66.06274	0.0208961	NA	0.01279869	NA	99.99922	0.002173227	0	0	100	166.0862	0.01577492	10528.5	300.1955	0.01513694	29.67818	0.009999861	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_perc0975_woody.Rdata	compound	resttree	382	200	136	1	45	all	10	perc0975	woody	NULL	-155.5976	327.5812	0	0.002803435	NA	0.004441011	NA	0.8034592	0.5048436	NA	0	NA	2.453277	0	0	0	0	3.764383	0.004441011	847.641	356.7053	1.237777	1.980811	0.4076181	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_percmax_woody.Rdata	compound	resttree	382	201	150	0	31	all	10	percmax	woody	NULL	-129.4385	275.263	0	0	NA	0.004026129	NA	0.3228568	0	NA	0.1007643	NA	1.602905	0	0	0	0	1.925762	0.1047904	18.37727	Inf	3.0592	9.924151	0.6238673	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_percmed_woody.Rdata	compound	resttree	382	176	53	25	128	all	10	percmed	woody	NULL	-222.5134	461.4129	0	0.00400804	NA	0.001697958	NA	7.751063	0.01238752	NA	0.006757044	NA	3.213484	0.0009070938	0	0	100	10.98094	0.009362096	1172.915	249.4985	0.1289863	52.23415	0.3111009	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_10_percmin_woody.Rdata	compound	resttree	382	111	7	90	174	all	10	percmin	woody	NULL	-212.8646	442.1153	0	21.86327	NA	0	NA	0.01800343	26.96924	NA	0	NA	0.0009976184	0.003708387	0	0	0	48.8515	0.003708387	13173.25	0.04573882	55.54496	0.03707928	212.4944	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_perc0025_woody.Rdata	compound	resttree	526	230	14	92	190	all	1	perc0025	woody	NULL	-302.0182	620.315	0	0.02386045	NA	0.01512446	NA	0.01745932	0.01393814	NA	0	NA	0.003897776	0.00129024	0	0	0	0.05915568	0.0164147	3.603823	41.91036	30.69012	71.74559	192.7519	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_perc0100_woody.Rdata	compound	resttree	526	256	24	66	180	all	1	perc0100	woody	NULL	-281.9149	580.1084	0	0.01322021	NA	0.0106457	NA	0.01742521	0.01431029	NA	0	NA	0.006505429	0.001345624	0	0	0	0.05146114	0.01199132	4.291531	75.64178	35.62407	69.87979	127.3714	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_perc0900_woody.Rdata	compound	resttree	526	304	116	18	88	all	1	perc0900	woody	NULL	-257.3895	531.0576	0	0.004109185	NA	0.0006618878	NA	75.86545	0.02693323	NA	0.01151531	NA	100	0.002126342	0	0	100	175.8965	0.01430354	12297.41	243.3572	0.01318112	26.00879	0.009999787	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_perc0975_woody.Rdata	compound	resttree	526	315	143	7	61	all	1	perc0975	woody	NULL	-208.6979	433.6743	0	0.001825837	NA	0.004948337	NA	0.9544638	0.04576297	NA	0	NA	2.257126	0	0	0	0	3.259178	0.004948337	658.6412	547.6941	1.042305	21.85173	0.4430414	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_percmax_woody.Rdata	compound	resttree	526	316	157	6	47	all	1	percmax	woody	NULL	-189.7833	395.8451	0	0.001463209	NA	0.00198105	NA	0.5201467	0.02277096	NA	0.01365383	NA	1.774601	0	0	0	100	2.318982	0.01563488	148.321	683.4294	1.91524	27.45383	0.5635071	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_percmed_woody.Rdata	compound	resttree	526	287	60	35	144	all	1	percmed	woody	NULL	-266.982	550.2424	0	0.005673947	NA	0.0007849549	NA	3.38226	0.01774887	NA	0.006504967	NA	1.418421	0.001321257	0	0	100	4.824104	0.008611179	560.2141	176.2441	0.2955917	41.23059	0.7043532	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_1_percmin_woody.Rdata	compound	resttree	526	207	10	115	194	all	1	percmin	woody	NULL	-308.2995	632.8776	0	55.70853	NA	0.03131711	NA	0.03242081	100	NA	0	NA	0.006507482	0	0	0	0	155.7475	0.03131711	4973.238	0.01795057	15.68925	0.01	153.6693	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_perc0025_woody.Rdata	compound	resttree	454	177	13	85	179	all	3	perc0025	woody	NULL	-274.5643	565.4522	0	0.02220061	NA	0.01681159	NA	0.02315011	0.01246576	NA	0	NA	0.00465373	0.001470415	0	0	0	0.06247021	0.018282	3.417034	45.0438	25.02396	80.21977	163.2881	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_perc0100_woody.Rdata	compound	resttree	454	203	23	59	169	all	3	perc0100	woody	NULL	-248.3542	513.0319	0	0.01224892	NA	0	NA	0.6721317	0.01583471	NA	0.003957351	NA	0.0945028	0.001502651	0	0	100	0.7947181	0.005460001	145.5527	81.63986	1.487804	50.52531	10.41608	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_perc0900_woody.Rdata	compound	resttree	454	246	115	16	77	all	3	perc0900	woody	NULL	-239.6569	495.6375	0	0.004914546	NA	0.0001785984	NA	66.95801	0.03951228	NA	0.01321081	NA	99.99949	0.003341157	0	0	100	167.0019	0.01673056	9981.848	203.4776	0.01493469	18.96702	0.009999717	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_perc0975_woody.Rdata	compound	resttree	454	257	142	5	50	all	3	perc0975	woody	NULL	-183.3235	382.9707	0	0.001712436	NA	0.002027486	NA	0.4115673	0.02833319	NA	0.01713298	NA	1.223899	0	0	0	100	1.665512	0.01916047	86.92439	583.9635	2.417825	21.99437	0.8170609	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_percmax_woody.Rdata	compound	resttree	454	258	156	4	36	all	3	percmax	woody	NULL	-161.2095	338.7427	8.628654e-05	0.001079846	NA	0.0018039	NA	0.3209694	0.02435744	NA	0.01410149	NA	1.447461	0	17.81116	0	82.18884	1.793868	0.01599168	112.1751	857.5351	3.09815	26.00176	0.6908648	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_percmed_woody.Rdata	compound	resttree	454	230	59	32	133	all	3	percmed	woody	NULL	-251.3598	519.0432	0	0.005519687	NA	0.0006526653	NA	6.754228	0.01862106	NA	0.006238664	NA	3.000969	0.001508225	0	0	100	9.779338	0.008399554	1164.269	181.1697	0.1480411	40.22572	0.3330583	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_all_3_percmin_woody.Rdata	compound	resttree	454	154	9	108	183	all	3	percmin	woody	NULL	-269.2598	554.8432	0	70.37504	NA	0.0758155	NA	2.499611	100	NA	0	NA	0.1292895	5.176866e-06	0	0	0	173.0039	0.07582068	2281.751	0.01420958	0.3882853	0.01	7.734271	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_perc0025_woody.Rdata	compound	resttree	382	134	10	67	171	groomed	10	perc0025	woody	NULL	-217.4109	451.2078	0	0.01856952	NA	0.01203881	NA	0.01530384	0.008720764	NA	0	NA	0.003029862	0.001526924	0	0	0	0.04562399	0.01356573	3.363179	53.85168	36.5729	114.6689	219.4529	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_perc0100_woody.Rdata	compound	resttree	382	156	22	45	159	groomed	10	perc0100	woody	NULL	-204.5231	425.4323	0	0.00802866	NA	0.01040411	NA	0.01757242	0.005646198	NA	0	NA	0.007550505	0.001309804	0	0	0	0.03879778	0.01171392	3.31211	124.5538	35.74424	177.1103	112.8629	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_perc0900_woody.Rdata	compound	resttree	382	188	106	13	75	groomed	10	perc0900	woody	NULL	-219.4816	455.3492	0	0.01704863	NA	0	NA	70.70151	0.2435124	NA	0	NA	99.91998	0.008107791	0	0	0	170.8821	0.008107791	21076.28	58.65573	0.01414397	4.106567	0.0100072	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_perc0975_woody.Rdata	compound	resttree	382	199	129	2	52	groomed	10	perc0975	woody	NULL	-167.5717	351.5294	0	0.00437936	NA	0.004684418	NA	1.01499	0.3827878	NA	0	NA	2.536089	0	0	0	0	3.938246	0.004684418	840.7121	228.3439	0.9807055	2.612413	0.3943079	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_percmax_woody.Rdata	compound	resttree	382	201	150	0	31	groomed	10	percmax	woody	NULL	-129.4385	275.263	0	0	NA	0.004026129	NA	0.3228568	0	NA	0.1007643	NA	1.602905	0	0	0	0	1.925762	0.1047904	18.37727	Inf	3.0592	9.924151	0.6238673	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_percmed_woody.Rdata	compound	resttree	382	175	52	26	129	groomed	10	percmed	woody	NULL	-224.5029	465.3919	0	0.004553043	NA	0.001692308	NA	7.887074	0.01306986	NA	0.006815735	NA	3.183169	0.0009079653	0	0	100	11.08787	0.009416009	1177.555	219.6333	0.1267625	50.28766	0.3140628	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_10_percmin_woody.Rdata	compound	resttree	382	112	7	89	174	groomed	10	percmin	woody	NULL	-212.6447	441.6754	0	21.65112	NA	0	NA	0.01800358	27.2511	NA	0	NA	0.0009976477	0.003708384	0	0	0	48.92122	0.003708384	13192.06	0.04618699	55.54451	0.03669576	212.4932	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_perc0025_woody.Rdata	compound	resttree	526	230	13	92	191	groomed	1	perc0025	woody	NULL	-303.6414	623.5612	0	0.02712275	NA	0.01524672	NA	0.01752577	0.01937453	NA	0	NA	0.003948818	0.001264447	0	0	0	0.06797187	0.01651117	4.116721	36.86942	30.51339	51.61416	191.8183	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_perc0100_woody.Rdata	compound	resttree	526	254	26	68	178	groomed	1	perc0100	woody	NULL	-286.4007	589.0799	0	0.01449239	NA	0.01124352	NA	0.01598702	0.01452466	NA	0	NA	0.006902306	0.001030067	0	0	0	0.05190637	0.01227359	4.229111	69.00175	36.72347	68.84842	126.0657	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_perc0900_woody.Rdata	compound	resttree	526	303	113	19	91	groomed	1	perc0900	woody	NULL	-260.2045	536.6875	0	0.004427387	NA	0.0001069285	NA	80.39528	0.03083443	NA	0.01105747	NA	99.83838	0.002850761	0	0	100	180.2689	0.01401516	12862.43	225.8668	0.01243852	23.87096	0.0100159	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_perc0975_woody.Rdata	compound	resttree	526	314	136	8	68	groomed	1	perc0975	woody	NULL	-216.6075	449.4936	0	0.001704462	NA	0.002325252	NA	1.059214	0.02564325	NA	0.01215409	NA	2.127721	0	0	0	100	3.214282	0.01447934	221.991	586.6955	0.9420282	26.45689	0.4699865	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_percmax_woody.Rdata	compound	resttree	526	316	157	6	47	groomed	1	percmax	woody	NULL	-189.7833	395.8451	0	0.001463209	NA	0.00198105	NA	0.5201467	0.02277096	NA	0.01365383	NA	1.774601	0	0	0	100	2.318982	0.01563488	148.321	683.4294	1.91524	27.45383	0.5635071	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_percmed_woody.Rdata	compound	resttree	526	287	58	35	146	groomed	1	percmed	woody	NULL	-266.4453	549.1692	0	0.006231507	NA	0.0007928068	NA	4.328609	0.01838352	NA	0.006788329	NA	1.726912	0.00129486	0	0	100	6.080136	0.008875996	685.0089	160.4748	0.2309788	39.72691	0.5786343	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_1_percmin_woody.Rdata	compound	resttree	526	208	10	114	194	groomed	1	percmin	woody	NULL	-307.7077	631.694	0	54.95833	NA	0.03131695	NA	0.03242047	100	NA	0	NA	0.006507455	0	0	0	0	154.9973	0.03131695	4949.309	0.0181956	15.68937	0.01	153.6699	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_perc0025_woody.Rdata	compound	resttree	454	177	12	85	180	groomed	3	perc0025	woody	NULL	-277.196	570.7157	0	0.02569639	NA	0.01696323	NA	0.02135462	0.01795074	NA	0	NA	0.004620874	0.001410983	0	0	0	0.06962262	0.01837421	3.789149	38.91597	26.0975	55.70802	165.7864	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_perc0100_woody.Rdata	compound	resttree	454	201	25	61	167	groomed	3	perc0100	woody	NULL	-250.2218	516.7672	0	0.012773	NA	0	NA	0.8891818	0.01515564	NA	0.003737256	NA	0.13609	0.001460125	0	0	100	1.0532	0.005197381	202.6406	78.29016	1.124629	52.92995	7.270075	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_perc0900_woody.Rdata	compound	resttree	454	245	112	17	80	groomed	3	perc0900	woody	NULL	-242.7386	501.8008	0	0.005016936	NA	0	NA	71.43114	0.03947231	NA	0.01189941	NA	100	0.003473219	0	0	100	171.4756	0.01537263	11154.6	199.3248	0.0139995	19.46596	0.009999653	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_perc0975_woody.Rdata	compound	resttree	454	256	135	6	57	groomed	3	perc0975	woody	NULL	-194.2257	404.775	0	0.002093526	NA	0.002144724	NA	0.5731495	0.03195844	NA	0.01681343	NA	1.408288	0	0	0	100	2.015489	0.01895816	106.3125	477.663	1.738241	20.50362	0.7100821	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_percmax_woody.Rdata	compound	resttree	454	258	156	4	36	groomed	3	percmax	woody	NULL	-161.2095	338.7427	8.67018e-05	0.001077611	NA	0.00180359	NA	0.3209406	0.02433372	NA	0.01408715	NA	1.447329	0	17.9124	0	82.0876	1.793681	0.01597744	112.2633	858.8754	3.098429	26.02752	0.6909279	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_percmed_woody.Rdata	compound	resttree	454	230	57	32	135	groomed	3	percmed	woody	NULL	-250.9046	518.1329	0	0.006123013	NA	0.0006453205	NA	7.025263	0.01941894	NA	0.006546646	NA	2.970448	0.001487803	0	0	100	10.02125	0.00867977	1154.553	163.3183	0.1423304	38.51251	0.336481	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_resttree_data_groomed_3_percmin_woody.Rdata	compound	resttree	454	155	9	107	183	groomed	3	percmin	woody	NULL	-268.9046	554.1329	0	69.27305	NA	0.07583116	NA	2.204124	100	NA	0	NA	0.1143047	0	0	0	0	171.5915	0.07583116	2262.81	0.01443563	0.4386052	0.01	8.748548	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_perc0025_woody.Rdata	compound	rosids	4075	2296	140	997	642	all	10	perc0025	woody	NULL	-2579.467	5174.969	0.002166717	0.009299455	NA	0.03226112	NA	0.1554037	0.02664199	NA	0.001083624	NA	0.03660565	0.009650165	83.15527	0	16.84473	0.2279508	0.04516162	5.047445	87.21306	5.328649	36.06773	21.6189	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_perc0100_woody.Rdata	compound	rosids	4075	2444	190	849	592	all	10	perc0100	woody	NULL	-2470.7	4957.435	0.002213612	0.006598755	NA	0.03019219	NA	0.1344839	0.02733343	NA	0.0007325118	NA	0.04692625	0.008731902	91.3017	0	8.698304	0.2153424	0.04187022	5.143092	113.4769	6.072526	35.63037	17.96682	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_perc0900_woody.Rdata	compound	rosids	4075	3059	608	234	174	all	10	perc0900	woody	NULL	-1864.044	3744.123	0.002006166	0.005247489	NA	0.01743666	NA	0.07793589	0.08632853	NA	0.0003598559	NA	0.2605902	0.001417474	98.68869	0	1.311311	0.4301021	0.02122016	20.26856	137.8615	10.4852	11.53557	3.816682	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_perc0975_woody.Rdata	compound	rosids	4075	3145	665	148	117	all	10	perc0975	woody	NULL	-1583.689	3183.413	0.001875213	0.003944569	NA	0.01596754	NA	0.6984758	0.1078853	NA	0	NA	4.027911	0.003356888	100	0	0	4.838216	0.02119965	228.2216	171.8277	1.399691	9.269101	0.2480609	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_percmax_woody.Rdata	compound	rosids	4075	3224	726	69	56	all	10	percmax	woody	NULL	-1218.346	2452.728	0.001839791	0.002201521	NA	0.01544501	NA	0.021423	0.1136566	NA	0	NA	0.2528488	0	100	0	0	0.3901299	0.0172848	22.57069	247.4444	27.12378	8.798436	3.954933	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_percmed_woody.Rdata	compound	rosids	4075	2745	381	548	401	all	10	percmed	woody	NULL	-2348.075	4712.186	0.001983418	0.003754242	NA	0.01938058	NA	2.960197	0.04118839	NA	0	NA	2.805642	0.01003301	100	0	0	5.810782	0.031397	185.0744	174.2871	0.335618	24.27869	0.3551547	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_10_percmin_woody.Rdata	compound	rosids	4075	1961	88	1332	694	all	10	percmin	woody	NULL	-2953.341	5922.717	0.001431656	0.02749623	NA	0.01553347	NA	0.2433748	0.04533674	NA	0.002926121	NA	0.03242719	0.01209204	44.66777	0	55.33223	0.3486349	0.03198329	10.90053	34.56873	3.862372	20.71987	22.4622	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_perc0025_woody.Rdata	compound	rosids	4793	2817	168	1132	676	all	1	perc0025	woody	NULL	-2973.174	5962.378	0.001720394	0.009485366	NA	0.03043951	NA	0.1847788	0.03017687	NA	0.001640752	NA	0.05037278	0.01049019	75.12285	0	24.87715	0.2748138	0.04429085	6.204753	89.23982	4.646445	31.42913	16.43035	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_perc0100_woody.Rdata	compound	rosids	4793	2975	217	974	627	all	1	perc0100	woody	NULL	-2855.706	5727.442	0.001845686	0.006905317	NA	0.02984992	NA	0.2041914	0.03104529	NA	0.001175832	NA	0.07540969	0.009371405	86.46857	0	13.53143	0.3175517	0.04224284	7.51729	114.2726	4.27275	31.03555	11.79508	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_perc0900_woody.Rdata	compound	rosids	4793	3646	645	303	199	all	1	perc0900	woody	NULL	-2194.493	4405.016	0.001537147	0.005445021	NA	0.02024746	NA	0.1098075	0.08065945	NA	0.0007204793	NA	0.3432072	0.004297992	96.41867	0	3.58133	0.5391191	0.02680308	20.11408	143.222	7.68906	12.28804	2.877655	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_perc0975_woody.Rdata	compound	rosids	4793	3738	702	211	142	all	1	perc0975	woody	NULL	-1928.281	3872.593	0.001540574	0.004931422	NA	0.01832242	NA	0.7190567	0.10102	NA	0	NA	3.609218	0.006407423	100	0	0	4.434227	0.02627042	168.7916	154.5119	1.356154	9.899033	0.2765773	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_percmax_woody.Rdata	compound	rosids	4793	3819	763	130	81	all	1	percmax	woody	NULL	-1596.574	3209.179	0.00153056	0.004077988	NA	0.01765053	NA	0.05795984	0.1147716	NA	0	NA	0.5201559	0.004172729	100	0	0	0.6969654	0.02335382	29.84374	178.2993	13.2257	8.712953	1.907201	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_percmed_woody.Rdata	compound	rosids	4793	3305	413	644	431	all	1	percmed	woody	NULL	-2676.889	5369.807	0.001772525	0.003915672	NA	0.02076086	NA	1.356543	0.04254121	NA	0.0002003341	NA	1.287486	0.01061296	98.95967	0	1.040335	2.690486	0.03334668	80.68229	175.8026	0.726056	23.39644	0.7703573	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_1_percmin_woody.Rdata	compound	rosids	4793	2477	116	1472	728	all	1	percmin	woody	NULL	-3399.439	6814.909	0.0008995603	0.02396587	NA	0.02119881	NA	0.2393916	0.04574881	NA	0.003358761	NA	0.0422244	0.01308784	33.51712	0	66.48288	0.3513307	0.03854497	9.114826	40.21648	3.837439	20.36346	18.07918	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_perc0025_woody.Rdata	compound	rosids	4522	2602	160	1093	667	all	3	perc0025	woody	NULL	-2848.736	5713.503	0.001892809	0.009736658	NA	0.0295891	NA	0.1777891	0.02985943	NA	0.001166871	NA	0.04763631	0.01070685	81.58872	0	18.41128	0.2650215	0.04335563	6.112734	85.98846	4.822109	32.23072	17.13997	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_perc0100_woody.Rdata	compound	rosids	4522	2760	209	935	618	all	3	perc0100	woody	NULL	-2732.894	5481.82	0.001992473	0.007017116	NA	0.03030348	NA	0.1764434	0.03068238	NA	0.0007481264	NA	0.06493833	0.009308273	91.056	0	8.944002	0.2790813	0.04235235	6.589511	110.9929	4.836831	31.81622	13.46863	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_perc0900_woody.Rdata	compound	rosids	4522	3422	638	273	189	all	3	perc0900	woody	NULL	-2053.07	4122.172	0.001600188	0.004721031	NA	0.01970908	NA	0.08811006	0.07823047	NA	0	NA	0.2803437	0.005296032	100	0	0	0.4514053	0.02660529	16.96675	158.1973	9.274791	12.78274	3.500913	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_perc0975_woody.Rdata	compound	rosids	4522	3513	695	182	132	all	3	perc0975	woody	NULL	-1762.888	3541.809	0.001513652	0.003987434	NA	0.01782472	NA	0.8238211	0.09538885	NA	0	NA	4.393514	0.007662785	100	0	0	5.316711	0.02700115	196.9068	181.7823	1.188148	10.48341	0.227212	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_percmax_woody.Rdata	compound	rosids	4522	3595	755	100	72	all	3	percmax	woody	NULL	-1409.464	2834.96	0.001501902	0.002721496	NA	0.01760615	NA	0.02249628	0.1045449	NA	0	NA	0.2106841	0.00405784	100	0	0	0.3404468	0.02316589	14.69603	236.7762	24.93614	9.565266	4.656753	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_percmed_woody.Rdata	compound	rosids	4522	3085	405	610	422	all	3	percmed	woody	NULL	-2575.983	5167.998	0.001838774	0.003888314	NA	0.02050593	NA	1.554449	0.04256192	NA	0	NA	1.480082	0.01024016	100	0	0	3.080981	0.03258486	94.55253	174.6088	0.634939	23.49518	0.6709958	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_all_3_percmin_woody.Rdata	compound	rosids	4522	2264	107	1431	720	all	3	percmin	woody	NULL	-3233.491	6483.013	0.001027792	0.02518055	NA	0.0187493	NA	0.2172412	0.04572995	NA	0.002997834	NA	0.03578917	0.01354775	37.91676	0	62.08324	0.3239408	0.03632268	8.918419	38.15579	4.237459	20.52217	20.2688	ok
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_rosids_data_groomed_10_perc0025_woody.Rdata	compound	rosids	4075	2290	139	1003	643	groomed	10	perc0025	woody	NULL	-2594.277	5204.589	0.002203823	0.009551549	NA	0.02975759	NA	0.1504055	0.02720377	NA	0.0009976191	NA	0.03497686	0.0100414	84.48436	0	15.51564	0.2221377	0.04300043	5.165941	85.0675	5.550525	35.45925	22.21321	ok
